"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"14088927",6442,15380,2022,2018,202203,4138360,6,3137.2,1,1135509,1,13,111002,6,1,59,1,100,2,200,6,63,0,0,0,0,1169,34,"Buffalo-Cheektowaga-Niagara Falls, NY","Plumbers, pipefitters, and steamfitters"
"7177136",440,0,2022,2018,202203,3725227,6,61.8,0,15232,1,12,64298,6,1,66,1,100,0,0,6,65,0,0,0,0,28057,68,"Not in identifiable area","Other managers"
"4059485",0,12580,2022,2020,202203,2911396,20,2321.2,3,2710489,1,12,203965,30,1,19,1,100,0,0,6,63,0,0,0,0,0,0,"Baltimore-Columbia-Towson, MD","N/A (not applicable)"
"2940944",0,0,2022,2020,202203,5591954,10,141.3,0,153340,2,21,3173,17,2,19,2,200,0,0,0,2,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"9421519",2634,29200,2022,2020,202203,2399733,4,1532.8,6,201789,1,13,115014,5,2,49,1,100,0,0,8,81,0,0,0,0,10991,73,"Lafayette-West Lafayette, IN","Graphic designers"
"2930315",0,40900,2022,2022,202203,986108,19,564.1,1,2148947,2,22,127400,14,1,15,6,600,0,0,4,40,0,0,0,0,0,0,"Sacramento--Roseville--Arden-Arcade, CA","N/A (not applicable)"
"10044269",3402,40140,2022,2022,202203,946181,13,1581.5,1,4224851,1,13,80100,13,2,53,7,700,1,100,7,71,0,0,0,0,45000,48,"Riverside-San Bernardino-Ontario, CA","Paramedics"
"11214560",4220,16980,2022,2021,202203,2432912,15,4177.7,2,9461105,1,13,127548,18,1,50,8,856,1,100,6,63,0,0,0,0,64855,9,"Chicago-Naperville-Elgin, IL-IN-WI","Janitors and building cleaners"
"3400486",0,0,2022,2019,202203,4215678,16,88.4,0,56477,1,13,39039,18,1,4,1,100,0,0,0,2,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"3236334",0,34980,2022,2018,202203,5692335,28,149.2,5,1670890,1,13,151978,33,1,11,1,100,0,0,1,17,0,0,0,0,9999999,0,"Nashville-Davidson--Murfreesboro--Franklin, TN","N/A (not applicable)"
"1143048",0,0,2022,2021,202203,4927800,13,216.3,0,43703,2,22,19565,13,1,54,1,100,0,0,6,64,0,0,0,0,19565,0,"Not in identifiable area","N/A (not applicable)"
"8841114",2205,38060,2022,2018,202203,132506,26,4442.1,2,4192887,1,12,438397,27,2,68,1,100,0,0,11,114,23,2300,0,0,249010,84,"Phoenix-Mesa-Scottsdale, AZ","Postsecondary teachers"
"4861025",0,35300,2022,2020,202203,1250263,161,4888,1,862477,2,22,14051,161,1,67,2,200,0,0,6,63,0,0,0,0,14051,0,"New Haven-Milford, CT","N/A (not applicable)"
"4086738",0,35620,2022,2022,202203,4426836,3,39708.5,2,19567410,0,0,9999999,3,2,42,1,100,0,0,6,61,0,0,0,0,0,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"10389751",3645,19100,2022,2021,202203,6157276,63,4679.6,3,6426214,2,22,38913,63,2,55,1,100,0,0,8,81,0,0,0,0,38913,38,"Dallas-Fort Worth-Arlington, TX","Medical assistants"
"6269987",0,46700,2022,2018,202203,364855,12,2252.7,1,413344,1,12,114498,12,2,9,1,100,0,0,1,16,0,0,0,0,9999999,0,"Vallejo-Fairfield, CA","N/A (not applicable)"
"4863204",0,39820,2022,2021,202203,814932,7,490.5,1,177223,1,12,45290,7,2,77,1,100,0,0,8,81,0,0,0,0,45290,0,"Redding, CA","N/A (not applicable)"
"7030418",310,17140,2022,2018,202203,4796306,13,586.1,4,2114580,1,13,128597,13,1,38,1,100,0,0,7,71,0,0,0,0,93525,68,"Cincinnati, OH-KY-IN","Food service managers"
"6355414",0,49660,2022,2020,202203,4919911,6,1808,1,565773,1,13,118640,6,2,8,1,100,0,0,1,15,0,0,0,0,9999999,0,"Youngstown-Warren-Boardman, OH-PA","N/A (not applicable)"
"14827689",8800,17860,2022,2020,202203,3630733,4,735.4,1,162642,2,22,175637,19,1,32,1,100,0,0,8,81,0,0,0,0,33994,18,"Columbia, MO","Packaging and filling machine operators and tenders"
"11048886",4110,40140,2022,2018,202203,345494,2,1448.3,1,4224851,0,0,9999999,2,2,22,6,600,0,0,10,101,62,6211,0,0,16951,16,"Riverside-San Bernardino-Ontario, CA","Waiters and waitresses"
"3800233",0,0,2022,2021,202203,3448028,5,125.9,0,102019,1,13,239962,5,2,7,1,100,0,0,1,12,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"1710307",0,0,2022,2019,202203,2134909,3,80.2,0,17626,1,13,49718,2,1,73,1,100,0,0,7,71,0,0,0,0,24801,0,"Not in identifiable area","N/A (not applicable)"
"4798820",0,38060,2022,2018,202203,132083,18,1164.6,2,4192887,1,13,105215,19,2,10,1,100,0,0,1,17,0,0,0,0,9999999,0,"Phoenix-Mesa-Scottsdale, AZ","N/A (not applicable)"
"13390968",5740,17460,2022,2018,202203,4813532,16,4251.9,1,2077240,1,13,67221,16,2,58,1,100,0,0,6,63,0,0,0,0,26304,61,"Cleveland-Elyria, OH","Secretaries and administrative assistants, except legal, medical, and executive"
"14943370",9005,0,2022,2021,202203,888460,10,57.4,0,35035,1,12,118900,10,2,62,1,100,0,0,6,63,0,0,0,0,0,68,"Not in identifiable area","Supervisors of transportation and material moving workers"
"2210341",0,12100,2022,2018,202203,3871476,8,680.9,4,274549,1,12,45710,8,1,94,1,100,0,0,6,61,0,0,0,0,19991,0,"Atlantic City-Hammonton, NJ","N/A (not applicable)"
"10140568",3520,0,2022,2020,202203,5386911,60,507.9,0,150107,1,13,45326,60,2,34,1,100,0,0,7,71,0,0,0,0,45326,39,"Not in identifiable area","Opticians, dispensing"
"13906288",6260,26420,2022,2018,202203,5872087,35,2117.6,3,5920416,1,12,28642,35,1,65,7,700,4,416,1,16,0,0,0,0,23966,8,"Houston-The Woodlands-Sugar Land, TX","Construction laborers"
"11875213",4700,31080,2022,2021,202203,794791,7,7985.8,1,12828837,2,22,74799,6,2,27,1,100,4,426,6,65,0,0,0,0,49938,68,"Los Angeles-Long Beach-Anaheim, CA","First-line supervisors of retail sales workers"
"4863000",0,42660,2022,2018,202203,6623478,1,1411.3,1,3439809,0,0,9999999,1,2,54,1,100,0,0,7,71,0,0,0,0,45617,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"1317524",0,0,2022,2021,202203,3446928,17,71.5,0,16907,1,13,124305,15,1,19,1,100,0,0,7,71,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"2756602",0,0,2022,2018,202203,5547033,25,87,0,44478,1,13,51906,9,2,78,2,200,0,0,0,2,0,0,0,0,32967,0,"Not in identifiable area","N/A (not applicable)"
"14006343",6355,0,2022,2021,202203,2835499,14,32.5,0,56221,1,13,21618,14,1,20,1,100,0,0,8,81,0,0,0,0,21618,44,"Not in identifiable area","Electricians"
"3425199",0,41740,2022,2021,202203,881586,71,2542.1,1,3095313,2,22,199969,71,2,16,8,883,1,100,5,50,0,0,0,0,0,0,"San Diego-Carlsbad, CA","N/A (not applicable)"
"3152319",0,0,2022,2022,202203,5114821,3,53,0,19495,1,13,5170,3,1,12,1,100,0,0,2,23,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"9674914",3090,43900,2022,2019,202203,5579386,23,332.5,5,313268,1,13,682041,22,2,33,6,610,0,0,11,115,36,3600,0,0,225051,92,"Spartanburg, SC","Physicians"
"10357810",3630,0,2022,2022,202203,1203551,3,27.6,0,35869,1,12,236600,3,2,41,9,907,1,100,7,71,0,0,0,0,41600,26,"Not in identifiable area","Massage therapists"
"14594204",7950,17460,2022,2019,202203,4865094,26,1467.1,1,2077240,1,13,75553,34,1,57,1,100,0,0,4,40,0,0,0,0,45929,18,"Cleveland-Elyria, OH","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"3619350",0,10420,2022,2020,202203,4907836,7,996.4,1,703200,1,13,495183,7,2,54,1,100,0,0,10,101,41,4101,0,0,0,0,"Akron, OH","N/A (not applicable)"
"8323157",1530,26420,2022,2018,202203,5911806,26,7591.3,3,5920416,1,12,127428,26,1,61,4,400,0,0,11,114,24,2414,0,0,80665,87,"Houston-The Woodlands-Sugar Land, TX","Other engineers"
"2388745",0,37980,2022,2022,202203,1304953,13,2844.2,2,5965343,1,12,148000,10,2,79,6,600,0,0,10,101,62,6207,0,0,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"13145820",5410,33100,2022,2021,202203,1612863,20,6670.9,2,5564635,2,22,11458,20,1,36,8,826,3,300,6,63,0,0,0,0,11458,60,"Miami-Fort Lauderdale-West Palm Beach, FL","Reservation and transportation ticket agents and travel clerks"
"14306048",7315,41740,2022,2021,202203,845794,11,5943,1,3095313,2,21,5188,11,1,45,1,100,0,0,6,63,0,0,0,0,5188,27,"San Diego-Carlsbad, CA","Heating, air conditioning, and refrigeration mechanics and installers"
"3592055",0,12060,2022,2022,202203,1965496,47,3113.4,4,5286728,1,12,128000,39,2,59,7,700,1,100,2,23,0,0,0,0,0,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"4341220",0,31080,2022,2021,202203,844274,21,8778.5,1,12828837,1,13,245367,21,2,68,2,200,0,0,11,114,29,2901,0,0,112415,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"230444",0,13820,2022,2021,202203,76017,26,1773.9,6,1128047,1,12,64779,41,1,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Birmingham-Hoover, AL","N/A (not applicable)"
"6196996",0,49620,2022,2021,202203,5404845,8,491.7,1,434972,2,22,12214,8,1,65,1,100,0,0,6,63,0,0,0,0,12214,0,"York-Hanover, PA","N/A (not applicable)"
"12029845",4720,0,2022,2018,202203,4555769,7,224.7,0,134168,2,22,73885,6,2,20,2,200,4,415,7,71,0,0,0,0,0,44,"Not in identifiable area","Cashiers"
"5396087",0,47900,2022,2019,202203,6477818,15,3668.6,5,5636232,2,22,125156,18,1,34,6,620,0,0,10,101,26,2603,0,0,0,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"10004201",3310,12420,2022,2020,202203,6096488,26,375.5,4,1716289,1,13,203852,26,2,40,1,100,0,0,10,101,61,6104,0,0,29802,48,"Austin-Round Rock, TX","Dental hygienists"
"4257483",0,40140,2022,2019,202203,580873,24,1704,1,4224851,1,13,101388,24,1,7,3,399,1,100,1,14,0,0,0,0,9999999,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"6597448",52,47900,2022,2020,202203,2907102,176,6553.8,5,5636232,1,13,891782,176,1,52,8,826,4,450,11,114,62,6203,0,0,226628,72,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Sales managers"
"11328578",4230,34940,2022,2019,202203,1455048,39,1727.7,1,321520,2,22,74634,39,2,27,1,100,0,0,6,63,0,0,0,0,28705,10,"Naples-Immokalee-Marco Island, FL","Maids and housekeeping cleaners"
"4276290",0,38060,2022,2022,202203,260767,6,4048.7,2,4192887,1,13,63900,6,1,7,7,700,1,100,1,15,0,0,0,0,9999999,0,"Phoenix-Mesa-Scottsdale, AZ","N/A (not applicable)"
"4016541",0,34980,2022,2019,202203,5732738,23,149.2,5,1670890,2,22,135490,13,1,2,7,700,1,100,0,1,0,0,0,0,9999999,0,"Nashville-Davidson--Murfreesboro--Franklin, TN","N/A (not applicable)"
"11439615",4251,17900,2022,2022,202203,5645883,108,955.7,5,767598,1,13,99800,97,1,40,2,200,0,0,5,50,0,0,0,0,23800,11,"Columbia, SC","Landscaping and groundskeeping workers"
"5345684",0,49700,2022,2021,202203,880165,13,850.8,1,166892,1,12,115441,13,2,79,1,100,0,0,6,65,0,0,0,0,115441,0,"Yuba City, CA","N/A (not applicable)"
"3554501",0,0,2022,2022,202203,5670480,25,54.4,0,14203,1,13,104000,33,1,16,1,100,0,0,4,40,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"10561087",3930,31080,2022,2020,202203,729493,5,12946.4,1,12828837,1,13,201246,5,1,27,7,700,1,100,6,61,0,0,0,0,39660,8,"Los Angeles-Long Beach-Anaheim, CA","Security guards and gaming surveillance officers"
"13173272",5510,0,2022,2019,202203,6663863,23,362.4,0,71271,1,13,55689,19,2,69,1,100,0,0,6,63,0,0,0,0,26983,28,"Not in identifiable area","Couriers and messengers"
"6843314",205,0,2022,2019,202203,36041,7,129.3,0,60998,2,22,52129,14,1,27,2,200,0,0,10,101,11,1102,0,0,2296,14,"Not in identifiable area","Farmers, ranchers, and other agricultural managers"
"4881288",0,26420,2022,2021,202203,6140478,9,8271,3,5920416,2,22,10485,9,2,71,8,826,1,100,0,2,0,0,0,0,10485,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"8445028",1760,41860,2022,2022,202203,961369,11,4156.8,1,4335391,2,22,137200,11,2,42,8,826,0,0,11,116,36,3601,0,0,7200,80,"San Francisco-Oakland-Hayward, CA","Physical scientists, all other"
"565849",0,0,2022,2020,202203,3791037,5,362.7,0,54362,0,0,9999999,5,1,16,1,100,1,100,4,40,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"133414",0,0,2022,2021,202203,4416138,18,110.9,0,101006,2,21,0,19,1,54,1,100,0,0,4,40,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"2069084",0,12060,2022,2022,202203,1956168,44,2745.7,4,5286728,2,22,134000,43,1,6,9,904,1,100,1,12,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"12960525",5240,0,2022,2020,202203,5663408,12,10.7,0,7710,1,12,197166,5,1,17,1,100,0,0,5,50,0,0,0,0,5666,44,"Not in identifiable area","Customer service representatives"
"6299851",0,33100,2022,2018,202203,1334543,14,15824.7,2,5564635,1,12,35773,13,2,9,7,700,4,498,2,22,0,0,0,0,9999999,0,"Miami-Fort Lauderdale-West Palm Beach, FL","N/A (not applicable)"
"2443158",0,0,2022,2019,202203,6874514,44,3000.4,0,306241,2,22,54311,41,1,67,1,100,0,0,7,71,0,0,0,0,15042,0,"Not in identifiable area","N/A (not applicable)"
"11507839",4435,42200,2022,2022,202203,999884,45,5587.4,1,423895,1,12,126000,81,1,19,7,700,1,100,6,63,0,0,0,0,20000,19,"Santa Maria-Santa Barbara, CA","Other entertainment attendants and related workers"
"4596546",0,19660,2022,2020,202203,1521522,7,1818.8,1,590289,1,12,17110,7,2,75,1,100,0,0,6,65,0,0,0,0,11671,0,"Deltona-Daytona Beach-Ormond Beach, FL","N/A (not applicable)"
"6379287",0,39340,2022,2018,202203,6361825,24,1600.4,3,526810,1,12,184711,24,1,17,1,100,0,0,4,40,0,0,0,0,0,0,"Provo-Orem, UT","N/A (not applicable)"
"11880931",4700,0,2022,2022,202203,6300816,39,205.7,0,405601,1,13,78800,49,2,67,1,100,0,0,10,101,29,2901,0,0,43200,68,"Not in identifiable area","First-line supervisors of retail sales workers"
"2394361",0,12580,2022,2018,202203,2863331,18,802.3,3,2710489,1,13,175359,22,1,16,1,100,0,0,3,30,0,0,0,0,0,0,"Baltimore-Columbia-Towson, MD","N/A (not applicable)"
"12138030",4720,0,2022,2019,202203,2372994,17,490.5,0,55254,1,12,20668,18,2,81,1,100,0,0,8,81,0,0,0,0,20668,44,"Not in identifiable area","Cashiers"
"5992002",0,28020,2022,2021,202203,3287860,10,2694.6,6,326589,1,13,30482,10,1,73,1,100,0,0,6,64,0,0,0,0,30482,0,"Kalamazoo-Portage, MI","N/A (not applicable)"
"7348518",440,45060,2022,2021,202203,4415125,5,306.2,6,233315,1,12,96201,5,2,28,1,100,0,0,8,81,0,0,0,0,25942,68,"Syracuse, NY","Other managers"
"6699237",120,39300,2022,2019,202203,3023523,10,5690.1,4,1600852,1,13,327012,14,2,19,1,100,0,0,10,101,60,6002,0,0,94154,68,"Providence-Warwick, RI-MA","Financial managers"
"4687008",0,34580,2022,2022,202203,6771843,12,582.5,1,116901,1,13,145000,13,2,3,1,100,0,0,0,2,0,0,0,0,9999999,0,"Mount Vernon-Anacortes, WA","N/A (not applicable)"
"4152180",0,13140,2022,2022,202203,6240067,9,1272.3,4,403190,0,0,9999999,9,1,36,2,200,0,0,6,63,0,0,0,0,0,0,"Beaumont-Port Arthur, TX","N/A (not applicable)"
"7111034",410,33100,2022,2021,202203,1621511,11,9040.5,2,5564635,1,13,87338,11,1,45,8,826,3,300,10,101,41,4101,0,0,57180,32,"Miami-Fort Lauderdale-West Palm Beach, FL","Property, real estate, and community association managers"
"5352010",0,41620,2022,2022,202203,6414190,9,396.3,4,824605,1,13,70000,7,2,29,1,100,0,0,7,71,0,0,0,0,0,0,"Salt Lake City, UT","N/A (not applicable)"
"493116",0,0,2022,2018,202203,5920867,22,39.8,0,32882,1,12,12860,22,2,88,1,100,0,0,6,65,0,0,0,0,12860,0,"Not in identifiable area","N/A (not applicable)"
"155896",0,0,2022,2019,202203,3604503,11,114.5,0,37969,1,13,117463,10,2,14,1,100,0,0,2,25,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"12061955",4720,37460,2022,2022,202203,1698155,14,881.5,5,184715,1,12,70400,17,2,20,1,100,0,0,6,63,0,0,0,0,12000,44,"Panama City, FL","Cashiers"
"9772964",3255,42540,2022,2018,202203,5250945,8,342.8,6,563631,1,12,130935,9,2,27,1,100,0,0,10,101,61,6107,0,0,60791,46,"Scranton--Wilkes-Barre--Hazleton, PA","Registered nurses"
"12779370",5120,12420,2022,2022,202203,6296365,95,1773,3,1716289,2,22,132500,65,2,56,8,826,1,100,6,64,0,0,0,0,53000,51,"Austin-Round Rock, TX","Bookkeeping, accounting, and auditing clerks"
"3546704",0,16980,2022,2019,202203,2129518,98,28949.9,2,9461105,2,22,39499,89,2,7,2,200,0,0,1,12,0,0,0,0,9999999,0,"Chicago-Naperville-Elgin, IL-IN-WI","N/A (not applicable)"
"11962526",4720,0,2022,2022,202203,6820083,28,157.2,0,45766,2,22,10800,20,2,22,1,100,0,0,6,64,0,0,0,0,2000,44,"Not in identifiable area","Cashiers"
"10348377",3610,0,2022,2022,202203,6414645,6,45.6,0,19776,2,21,54000,7,2,29,3,315,0,0,8,81,0,0,0,0,13200,13,"Not in identifiable area","Occupational therapy assistants and aides"
"10885819",4040,17460,2022,2020,202203,4902058,34,2427.7,1,2077240,2,22,34674,34,2,25,1,100,0,0,8,81,0,0,0,0,18810,19,"Cleveland-Elyria, OH","Bartenders"
"6911760",230,0,2022,2018,202203,6652539,18,96.8,0,33268,2,22,191726,17,2,42,1,100,0,0,8,81,0,0,0,0,0,72,"Not in identifiable area","Education and childcare administrators"
"4913492",0,31080,2022,2020,202203,675453,4,8604.3,1,12828837,2,22,21530,3,2,82,8,826,1,100,2,23,0,0,0,0,6799,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"8391046",1560,46140,2022,2022,202203,5116202,26,1864.3,6,937478,1,13,80900,25,1,62,1,100,0,0,8,81,0,0,0,0,80900,48,"Tulsa, OK","Surveying and mapping technicians"
"11356993",4230,0,2022,2019,202203,5725355,5,274.7,0,117558,1,13,60970,6,2,31,1,100,0,0,6,64,0,0,0,0,0,10,"Not in identifiable area","Maids and housekeeping cleaners"
"14571139",7840,0,2022,2019,202203,6874892,19,182.9,0,55089,1,13,80375,14,2,69,1,100,0,0,6,63,0,0,0,0,40188,18,"Not in identifiable area","Food batchmakers"
"5144306",0,27260,2022,2018,202203,1402512,96,1989.8,3,1345596,2,22,134442,123,1,6,8,801,0,0,1,11,0,0,0,0,9999999,0,"Jacksonville, FL","N/A (not applicable)"
"14421752",7640,38060,2022,2021,202203,221093,42,3531.4,2,4192887,2,22,43236,44,1,39,8,826,2,200,4,40,0,0,0,0,43236,27,"Phoenix-Mesa-Scottsdale, AZ","Other installation, maintenance, and repair workers"
"13772587",6230,0,2022,2020,202203,6808676,5,49.3,0,15330,1,12,117507,5,1,29,8,826,0,0,6,65,0,0,0,0,13598,19,"Not in identifiable area","Carpenters"
"7492695",630,45300,2022,2021,202203,1660877,18,2892.2,1,2783243,1,13,78907,27,1,28,2,200,0,0,8,81,0,0,0,0,0,84,"Tampa-St. Petersburg-Clearwater, FL","Human resources workers"
"4361600",0,41860,2022,2021,202203,854656,55,3969.6,1,4335391,1,13,628010,95,2,15,7,700,4,412,2,26,0,0,0,0,0,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"6795201",160,31080,2022,2022,202203,968308,14,10397.5,1,12828837,2,22,75000,14,1,54,8,826,4,416,6,63,0,0,0,0,75000,68,"Los Angeles-Long Beach-Anaheim, CA","Transportation, storage, and distribution managers"
"7693528",750,28140,2022,2021,202203,3642358,10,4064.5,5,2009342,2,22,40534,10,2,23,1,100,0,0,10,101,52,5200,0,0,40534,66,"Kansas City, MO-KS","Business operations specialists, all other"
"12431584",4840,33460,2022,2020,202203,3437062,14,1562.6,5,3348859,1,13,130311,16,1,42,1,100,0,0,10,101,62,6206,0,0,33994,47,"Minneapolis-St. Paul-Bloomington, MN-WI","Sales representatives of services, except advertising, insurance, financial services, and travel"
"10912492",4055,34980,2022,2021,202203,5788590,12,578.9,5,1670890,1,13,61936,9,2,16,9,990,0,0,3,30,0,0,0,0,324,11,"Nashville-Davidson--Murfreesboro--Franklin, TN","Fast food and counter workers"
"12065917",4720,38900,2022,2021,202203,5176748,8,7710.4,5,2226009,1,12,43777,6,2,64,6,699,0,0,8,81,0,0,0,0,27563,44,"Portland-Vancouver-Hillsboro, OR-WA","Cashiers"
"4570426",0,12060,2022,2018,202203,1778883,8,2484.6,4,5286728,1,12,10522,13,1,6,8,801,0,0,1,11,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"407283",0,0,2022,2022,202203,1184337,13,51.6,0,36765,1,13,95400,26,2,82,1,100,0,0,6,63,0,0,0,0,18300,0,"Not in identifiable area","N/A (not applicable)"
"11627924",4600,10580,2022,2018,202203,4138568,17,825.3,4,870716,1,13,139703,17,2,36,1,100,0,0,11,114,36,3600,52,5200,9937,26,"Albany-Schenectady-Troy, NY","Childcare workers"
"552824",0,0,2022,2021,202203,2694954,11,238.4,0,87716,1,12,59450,30,1,8,1,100,0,0,1,14,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"10142661",3520,35620,2022,2021,202203,4416398,47,7221.3,2,19567410,1,13,294008,47,1,40,1,100,0,0,10,101,64,6402,0,0,201050,39,"New York-Newark-Jersey City, NY-NJ-PA","Opticians, dispensing"
"3326200",0,26420,2022,2021,202203,6202762,3,878.4,3,5920416,1,13,62693,4,1,6,7,700,1,100,1,12,0,0,0,0,9999999,0,"Houston-The Woodlands-Sugar Land, TX","N/A (not applicable)"
"4748374",0,37980,2022,2019,202203,3905872,12,2013.4,2,5965343,1,12,13893,11,2,72,1,100,0,0,2,26,0,0,0,0,13893,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"15214184",9141,29820,2022,2018,202203,3773882,12,5634,1,1951269,2,22,41385,13,1,38,2,200,0,0,6,65,0,0,0,0,29226,10,"Las Vegas-Henderson-Paradise, NV","Shuttle drivers and chauffeurs"
"851973",0,0,2022,2021,202203,2835637,5,32.5,0,56221,1,12,71362,5,2,80,1,100,0,0,11,114,23,2399,23,2300,44858,0,"Not in identifiable area","N/A (not applicable)"
"6300430",0,47900,2022,2022,202203,2974141,3,6245,4,5636232,1,13,205000,3,2,11,1,100,0,0,2,22,0,0,0,0,9999999,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"7887860",910,42660,2022,2022,202203,6779788,22,4636,1,3439809,1,13,176500,23,1,56,1,100,0,0,8,81,0,0,0,0,67000,68,"Seattle-Tacoma-Bellevue, WA","Credit counselors and loan officers"
"7601571",710,35620,2022,2021,202203,4345778,5,47180.2,2,19567410,2,22,151328,5,2,38,4,400,0,0,10,101,62,6212,0,0,151328,86,"New York-Newark-Jersey City, NY-NJ-PA","Management analysts"
"5696234",0,40140,2022,2022,202203,1006817,30,6284.3,1,4224851,1,13,1400,30,2,78,2,200,0,0,8,81,0,0,0,0,1400,0,"Riverside-San Bernardino-Ontario, CA","N/A (not applicable)"
"10075096",3423,0,2022,2018,202203,1800448,24,150,0,117284,1,12,50270,27,2,55,1,100,0,0,8,81,0,0,0,0,0,48,"Not in identifiable area","Surgical technologists"
"11696556",4622,17460,2022,2022,202203,4998407,12,833,4,2077240,2,22,89000,11,1,32,1,100,0,0,10,101,19,1902,0,0,40000,52,"Cleveland-Elyria, OH","Recreation workers"
"13402850",5740,16980,2022,2021,202203,2224324,7,3168.3,2,9461105,1,13,183636,7,2,62,1,100,0,0,8,81,0,0,0,0,43236,61,"Chicago-Naperville-Elgin, IL-IN-WI","Secretaries and administrative assistants, except legal, medical, and executive"
"962258",0,0,2022,2020,202203,6804206,1,428,0,269849,0,0,9999999,1,2,64,1,100,0,0,6,64,0,0,0,0,10652,0,"Not in identifiable area","N/A (not applicable)"
"8410013",1650,31080,2022,2021,202203,840280,19,6249.1,1,12828837,2,22,86473,20,2,27,7,700,1,100,11,114,52,5299,0,0,54046,80,"Los Angeles-Long Beach-Anaheim, CA","Other life scientists"
"123669",0,0,2022,2020,202203,3227142,10,334.3,0,248256,0,0,9999999,10,2,72,1,100,0,0,0,2,0,0,0,0,7932,0,"Not in identifiable area","N/A (not applicable)"
"4242680",0,47900,2022,2022,202203,6617827,13,1308.2,4,5636232,1,13,225100,8,2,9,1,100,1,100,1,16,0,0,0,0,9999999,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","N/A (not applicable)"
"9752039",3230,47260,2022,2018,202203,6466031,22,3642.1,5,1676822,1,13,97383,22,2,64,1,100,0,0,11,114,61,6102,0,0,93525,58,"Virginia Beach-Norfolk-Newport News, VA-NC","Speech-language pathologists"
"6859644",205,0,2022,2020,202203,1145565,5,17.1,0,16732,2,22,105495,4,1,27,1,100,0,0,7,71,0,0,0,0,105495,14,"Not in identifiable area","Farmers, ranchers, and other agricultural managers"
"4503057",0,41860,2022,2021,202203,822671,7,4625.7,1,4335391,1,12,1248237,7,2,67,1,100,0,0,11,114,55,5501,0,0,6594,0,"San Francisco-Oakland-Hayward, CA","N/A (not applicable)"
"4681531",0,34060,2022,2020,202203,6808730,2,444.7,1,129709,1,12,69122,4,2,68,1,100,0,0,6,63,0,0,0,0,2946,0,"Morgantown, WV","N/A (not applicable)"
"8196851",1240,0,2022,2018,202203,2091103,48,106,0,50635,1,13,232643,47,1,49,1,100,0,0,10,101,62,6200,0,0,140287,81,"Not in identifiable area","Other mathematical science occupations"
"7705739",750,19820,2022,2022,202203,3344183,15,4638.5,3,4296250,1,13,93000,15,1,26,1,100,0,0,10,101,21,2102,0,0,93000,66,"Detroit-Warren-Dearborn, MI","Business operations specialists, all other"
"3300371",0,16740,2022,2021,202203,4668157,6,614.9,6,2217012,1,12,75664,5,2,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Charlotte-Concord-Gastonia, NC-SC","N/A (not applicable)"
"6679486",120,37980,2022,2021,202203,5418016,34,1786.3,2,5965343,1,13,100525,33,2,43,1,100,0,0,10,101,50,5098,62,6201,94039,68,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Financial managers"
